147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149,147,140,140,140,140,140,140,160,140,140,140,140,140,140,140,149,147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149,147,140,140,140,140,140,140,145,153,144,140,140,140,140,140,149,147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149
149,141,141,141,141,141,142,136,136,146,141,141,141,141,141,150,149,141,141,141,141,141,141,141,141,141,141,141,141,141,141,150,148,141,141,141,141,141,142,157,157,146,141,141,141,141,141,150,148,141,141,141,141,141,141,141,152,141,141,141,141,141,141,150,148,141,141,141,141,141,142,136,136,146,141,141,141,141,141,150
138,136,136,136,136,136,137,136,136,136,136,136,137,136,137,143,138,137,137,137,136,136,136,135,135,136,136,136,137,137,137,143,138,137,137,137,136,136,136,136,136,136,136,136,137,137,137,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,137,137,137,136,137,136,136,136,137,136,136,136,136,143,138,137,137,136,134,134,135,135,135,135,134,134,136,137,137,143,138,137,137,136,136,156,136,136,136,136,136,136,136,137,137,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,137,136,137,136,137,137,137,137,137,137,137,137,136,143,138,137,136,136,134,136,136,136,137,137,136,134,136,136,137,146,142,137,136,136,136,136,136,136,136,136,136,136,136,136,137,146,142,136,136,136,136,137,136,136,136,137,137,137,137,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,137,136,136,136,136,136,136,136,136,136,136,137,136,143,138,136,136,136,134,136,136,137,137,136,136,134,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,137,136,136,136,137,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,137,137,137,137,137,137,137,137,136,137,136,137,136,143,138,136,136,136,134,136,137,137,137,137,136,134,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,137,136,136,136,137,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,136,136,137,136,136,136,136,136,136,137,136,137,136,143,138,136,136,136,134,136,137,137,137,137,136,134,136,136,136,144,145,136,136,136,136,136,136,136,136,136,136,136,136,136,136,144,145,137,137,137,137,137,136,136,136,137,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,137,136,137,137,137,137,137,137,136,137,136,137,136,143,138,137,136,136,134,136,136,137,137,136,136,134,136,136,137,143,138,137,136,136,136,136,136,136,136,136,136,136,136,136,137,143,138,136,136,136,136,136,136,136,136,137,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,137,137,137,136,136,136,136,137,136,137,137,137,136,143,138,137,137,136,134,134,135,135,135,135,134,134,136,137,137,143,138,137,137,136,136,136,136,136,136,136,136,136,136,137,137,143,138,136,136,136,136,136,136,136,136,137,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,136,136,136,136,136,136,136,137,136,136,136,136,136,143,138,137,137,137,136,136,136,135,135,136,136,136,137,137,137,143,138,137,137,137,136,136,136,136,136,136,136,136,137,137,137,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149,147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149,147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149,147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149,147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149
148,141,141,141,141,141,142,136,136,146,141,141,141,141,141,150,148,141,141,141,141,141,142,136,136,146,141,141,141,141,141,150,148,141,141,141,141,141,142,136,136,146,141,141,141,141,141,150,148,141,141,141,141,141,142,136,136,146,141,141,141,141,141,150,148,141,141,141,141,141,142,136,136,146,141,141,141,141,141,150
138,136,136,136,136,136,136,136,136,137,137,137,137,137,137,143,138,136,137,136,136,136,137,136,136,137,137,137,137,137,137,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,137,137,137,137,136,136,143,138,136,136,136,136,136,136,136,136,136,136,137,136,136,136,143
138,136,137,137,137,137,137,137,137,137,136,136,136,136,137,143,138,136,136,136,136,137,137,136,136,137,136,136,136,136,137,143,138,136,137,136,136,136,136,136,136,136,136,136,136,137,136,143,138,136,137,137,137,137,137,137,137,137,137,137,137,136,136,143,138,136,136,137,136,136,137,136,136,137,136,136,136,137,136,143
138,136,137,136,136,136,136,136,136,136,136,137,137,136,137,143,138,136,136,137,136,136,136,136,136,137,136,136,137,136,137,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,137,136,136,136,136,136,136,136,136,136,137,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143
138,136,137,136,137,137,137,137,137,137,137,137,137,136,137,146,142,137,137,137,137,137,137,136,136,137,137,136,137,137,137,143,138,136,136,136,159,136,137,136,136,137,136,136,136,136,136,143,138,136,137,136,136,136,136,136,136,136,136,136,137,136,136,146,142,137,136,136,136,136,136,136,136,136,137,136,136,136,136,143
138,136,137,136,136,136,136,136,136,136,136,136,137,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,137,136,136,137,137,137,137,137,136,136,137,136,136,136,136,136,136,136,136,137,136,136,136,136,136,136,136,136,136,143
138,136,137,137,137,137,137,137,137,137,137,136,137,137,136,136,136,136,136,136,136,136,136,136,136,137,137,137,137,137,136,143,138,136,136,136,136,136,137,136,136,137,136,136,136,136,136,143,138,136,137,136,136,136,136,136,136,137,136,136,137,136,136,136,136,136,137,136,136,136,136,136,136,136,136,137,136,136,137,143
138,136,137,136,136,136,137,136,136,136,137,136,136,137,137,144,145,137,137,137,137,137,137,136,136,137,136,136,136,137,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,137,136,136,136,136,136,136,137,136,136,137,136,136,144,145,136,136,136,137,136,136,136,137,136,136,136,136,136,136,143
138,136,137,136,137,136,137,136,137,136,137,137,136,137,137,143,138,136,137,136,136,136,137,136,136,136,136,137,137,137,136,143,138,136,137,136,136,136,136,136,136,136,136,136,136,137,136,143,138,136,137,137,137,137,137,136,136,137,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,137,136,137,136,136,143
138,136,136,136,137,136,136,136,137,136,136,136,136,137,137,143,138,136,136,136,137,136,136,136,136,136,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,136,136,136,136,136,136,143,138,136,136,136,136,136,136,136,136,137,136,136,136,136,136,143,138,136,136,137,136,136,136,137,136,136,136,136,136,136,136,143
147,140,140,140,140,140,140,140,140,140,140,140,140,140,140,149,147,140,140,140,140,140,140,140,140,140,140,140,140,140,140,149,147,140,140,140,140,140,145,136,136,144,140,140,140,140,140,149,147,140,140,140,140,140,140,140,140,140,140,140,140,140,140,149,147,140,140,140,140,140,140,140,140,140,140,140,140,140,140,149
50,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,50,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,22,60,61,62,63,64,65,66,67,68,69,70,71,72,73,21,50,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,50,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49                                                                                
22,44,44,44,44,44,53,57,57,53,44,44,44,44,44,21,22,44,44,44,44,44,44,44,44,44,44,44,44,48,48,21,22,74,75,76,77,78,79,80,81,82,83,84,85,86,87,21,22,48,48,48,44,44,44,44,44,44,44,44,48,48,48,21,22,44,48,48,44,44,44,44,44,48,48,48,48,48,48,21                                                                                
22,44,44,45,45,45,45,54,54,45,45,45,45,44,44,21,22,44,44,44,44,44,44,44,44,44,44,44,44,44,48,21,22,88,89,90,91,92,93,94,95,96,97,98,99,100,101,21,22,48,44,44,44,44,44,44,44,44,44,44,44,44,48,21,22,48,48,44,55,55,59,55,55,44,48,48,48,48,48,21                                                                              
22,44,44,45,45,45,45,54,54,45,45,45,45,45,44,17,18,45,45,45,45,45,45,45,45,45,44,44,44,44,44,21,22,102,103,104,105,106,130,131,109,110,111,112,113,114,115,21,22,48,44,44,44,44,45,45,45,45,44,44,44,44,48,21,22,48,44,54,54,54,54,54,54,54,44,48,48,47,48,21                                                                  
22,48,45,45,45,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,45,44,44,44,44,44,21,22,116,117,118,119,120,129,41,41,123,124,125,126,127,128,21,22,44,44,44,44,45,45,45,45,45,45,44,44,44,44,17,18,44,54,54,54,54,54,54,54,54,54,44,48,48,48,21                                                                    
22,48,48,45,45,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,45,44,44,44,44,44,21,22,48,48,48,48,48,48,54,54,48,48,48,48,47,48,21,22,44,44,44,44,45,45,45,45,45,45,44,44,44,44,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54,48,21                                                                                
22,48,45,45,45,45,45,45,45,45,45,45,45,45,44,19,20,45,45,45,45,45,45,54,54,45,44,44,44,44,44,21,22,44,45,45,45,45,48,54,54,48,45,45,45,45,44,21,22,44,44,44,44,45,45,45,45,45,45,44,44,44,44,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54,48,21                                                                                
22,44,44,45,45,45,45,45,45,45,45,45,45,44,44,21,22,44,45,45,45,45,45,54,54,45,44,44,44,44,44,21,22,44,45,45,45,45,48,54,54,48,45,45,45,45,44,21,22,48,44,44,44,44,45,45,45,45,44,44,44,44,48,19,20,44,54,54,54,54,54,54,54,54,54,45,54,54,44,21                                                                                
22,44,44,44,44,44,44,44,44,44,44,44,44,44,44,21,22,44,44,45,45,45,45,54,54,45,44,44,44,44,44,21,22,44,44,45,45,45,48,54,54,48,45,45,45,44,44,21,22,48,44,44,44,44,44,44,44,44,44,44,44,44,48,21,22,48,44,54,54,54,54,54,54,54,45,45,54,54,44,21                                                                                
22,44,44,48,48,48,48,47,48,48,48,48,48,44,44,21,22,47,44,44,45,45,45,54,54,45,44,44,44,44,44,21,22,44,44,44,44,45,48,54,54,48,45,44,44,44,44,21,22,48,48,48,44,44,44,44,44,44,44,44,48,48,47,21,22,48,48,44,54,54,54,54,54,45,45,45,54,54,44,21                                                                                
52,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51,52,23,23,23,23,23,20,54,54,19,23,23,23,23,23,51,52,23,23,23,23,23,20,54,54,19,23,23,23,23,23,51,52,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51,52,23,23,23,23,23,23,23,23,23,23,20,54,54,19,51                                                                                
50,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,50,16,16,16,16,16,18,54,54,17,16,16,16,16,16,49,50,16,16,16,16,16,18,54,54,17,16,16,16,16,16,49,50,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,50,16,16,16,16,16,16,16,16,16,16,18,54,54,17,49                                                                                
22,48,48,48,48,48,44,44,44,44,44,44,44,44,44,21,22,44,44,44,44,45,45,54,54,45,45,45,48,48,48,21,22,44,45,45,45,45,45,54,54,44,45,44,45,45,45,21,22,44,44,44,44,45,45,44,44,44,44,44,44,44,44,21,22,45,45,45,45,45,45,45,45,45,45,45,54,54,45,21                                                                                
22,48,47,48,48,44,44,44,44,44,44,44,44,44,44,21,22,44,44,44,44,45,45,54,54,45,45,45,45,48,48,21,22,45,45,44,45,45,45,54,54,45,45,45,45,45,45,21,22,44,44,44,44,45,45,45,45,45,45,45,44,45,48,21,22,48,45,45,45,45,45,45,45,45,45,45,54,54,45,21                                                                                
22,48,48,48,44,44,44,53,44,44,44,44,44,44,44,17,18,53,44,44,44,45,45,54,54,45,45,45,45,45,48,17,18,45,45,45,45,45,45,54,54,45,44,45,45,45,44,17,18,45,45,45,45,45,45,45,45,45,45,45,45,53,48,17,18,48,45,45,45,45,45,45,45,45,45,45,54,54,45,21                                                                                
22,48,48,44,44,44,44,45,45,45,45,45,45,45,45,45,48,44,44,44,44,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,54,54,55,54,54,54,54,54,54,54,54,54,54,54,54,44,21                                                                                
22,48,44,44,44,44,44,45,45,45,45,45,45,45,45,45,48,44,44,44,44,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,54,54,55,54,54,54,54,54,54,54,54,54,54,54,54,44,21                                                                                
22,44,44,44,44,44,53,45,45,44,44,44,44,44,44,19,20,44,44,44,44,45,45,45,45,45,45,45,45,45,45,19,20,45,45,45,45,45,45,54,54,45,45,45,45,45,45,19,20,45,45,45,45,45,45,45,45,45,45,45,45,45,48,19,20,48,45,45,45,45,45,45,45,45,45,45,44,44,44,21                                                                                
22,44,44,44,44,44,44,45,45,44,44,44,44,44,48,21,22,48,44,44,44,45,45,45,45,45,45,45,45,45,45,21,22,45,58,45,45,45,53,54,54,45,45,45,45,151,44,21,22,45,44,44,45,45,45,45,45,45,44,44,45,45,48,21,22,48,45,45,45,45,45,45,45,45,45,44,44,44,48,21                                                                               
22,44,44,44,44,44,44,45,45,44,44,44,44,48,48,21,22,48,47,44,44,44,44,44,44,44,44,44,44,44,44,21,22,45,45,45,44,45,45,54,54,45,45,44,45,45,45,21,22,45,44,44,45,45,45,45,45,45,44,44,44,45,45,21,22,45,45,45,45,45,45,45,45,45,44,44,44,48,48,21                                                                                
22,44,44,44,44,44,53,45,45,44,44,44,48,48,47,21,22,48,48,48,44,44,44,44,44,44,44,44,44,44,44,21,22,45,45,45,45,45,45,54,54,45,45,45,45,44,45,21,22,45,45,45,45,45,45,45,45,45,45,45,45,45,45,21,22,45,45,45,45,45,45,45,45,44,44,44,48,48,47,21                                                                                
52,23,23,23,23,23,20,45,45,19,23,23,23,23,23,51,52,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51,52,23,23,23,23,23,20,54,54,19,23,23,23,23,23,51,52,23,23,23,23,23,20,45,45,19,23,23,23,23,23,51,52,20,45,45,19,23,23,23,23,23,23,23,23,23,23,51                                                                                
50,16,16,16,16,16,18,45,45,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,50,16,16,16,16,16,18,54,54,17,16,16,16,16,16,49,50,16,16,16,16,16,18,45,45,17,16,16,16,16,16,49,50,18,45,45,17,16,16,16,16,16,16,16,16,16,16,49                                                                                
22,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,44,44,44,44,47,48,21,22,48,48,45,45,45,53,54,54,45,45,45,45,48,47,21,22,48,48,44,44,44,44,45,45,44,44,44,44,48,48,21,22,48,45,45,45,45,45,45,45,45,45,45,48,44,48,21                                                                                
22,44,45,45,45,45,45,45,45,45,45,45,45,45,44,45,45,45,45,45,45,45,45,45,45,44,44,44,44,48,47,21,22,48,45,45,45,45,45,44,44,45,45,45,45,45,48,21,22,48,44,44,44,44,44,45,45,44,44,44,44,44,48,21,52,23,23,23,23,23,23,23,23,23,20,45,48,44,47,21                                                                                
22,44,45,44,44,44,44,44,44,44,44,44,44,45,44,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51,22,45,45,45,45,45,44,44,44,44,45,45,45,45,45,21,22,44,44,45,45,45,45,45,45,45,45,45,45,45,44,17,16,16,16,16,16,16,16,16,16,16,18,45,48,44,48,21                                                                                
22,44,45,44,54,54,54,54,54,54,54,54,44,45,44,21,37,31,36,36,36,36,36,36,36,36,36,36,36,36,32,37,22,45,45,45,45,44,44,45,45,44,44,45,45,45,45,21,22,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,48,44,48,21                                                                                
22,44,45,44,54,54,54,54,54,54,54,54,44,45,44,21,37,34,28,28,28,28,28,28,28,28,28,28,28,28,35,37,22,45,45,45,44,44,45,45,45,45,44,44,45,45,45,21,22,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,48,44,48,21                                                                                
22,44,45,44,54,54,54,54,54,54,54,54,44,45,44,21,37,29,33,33,33,33,33,33,33,33,33,33,33,33,30,37,22,45,45,45,44,44,45,45,45,45,44,44,45,45,45,21,22,44,44,45,45,45,45,45,45,45,45,45,45,45,44,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51                                                                                
22,44,45,44,44,44,44,44,44,44,44,44,44,45,44,21,27,37,37,37,37,37,37,37,37,37,37,37,37,37,37,26,22,45,45,45,45,44,44,45,45,44,44,45,45,45,45,21,22,44,44,45,45,45,45,45,45,45,45,45,45,45,44,21,26,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37                                                                                
22,44,45,45,45,45,45,45,45,45,45,45,45,45,44,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,49,22,48,45,45,45,45,44,44,44,44,45,45,45,45,48,21,22,48,44,44,44,44,44,44,44,44,44,44,44,44,48,21,37,31,36,36,36,36,36,36,36,36,36,36,36,36,36,36                                                                                
22,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,57,21,22,48,48,45,45,45,45,44,44,45,45,45,45,48,48,21,22,48,48,44,44,44,44,44,44,44,44,44,44,48,48,21,37,34,28,28,28,28,28,28,28,28,28,28,28,28,28,28                                                                                
52,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51,52,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51,52,23,23,23,23,23,23,23,23,23,23,23,23,23,23,51,37,34,28,28,28,28,28,28,28,28,28,28,28,28,28,28                                                                                
